Fichero generado por el Mityc30/10/2013
Longitud;Latitud;Descripcion
-0.85406;38.17503;REPSOL L-D: 24H 1,369 e
0.09864;38.76811;REPSOL L-D: 06:00-22:00 1,369 e
-0.77133;38.37633;INUBEL - NOVELDA,BP Horario Especial 1,369 e
0.09211;38.72936;REPSOL Horario Especial 1,369 e
-0.47583;39.84175;PETRONOR L-D: 06:00-22:00 1,369 e
0.04656;38.71339;REPSOL L: 07:00-21:00 1,369 e
-0.168;39.85653;PETRONOR L-D: 06:00-22:00 1,369 e
0.11986;38.77608;PETRONOR L-D: 06:00-22:00 1,369 e
0.46408;40.46325;E.S. VINAROS L-D: 07:20-22:40 1,369 e
-0.15103;39.85769;CEPSA L-D: 06:00-22:00 1,369 e
0.47189;40.53958;TAMOIL Horario Especial 1,369 e
1.3915;41.15586;GALP L-D: 24H 1,369 e
-0.1015;38.55769;GALP L-D: 24H 1,369 e
-0.10192;38.55806;GALP L-D: 06:00-22:00 1,369 e
-0.78181;38.12356;"CEPSA L-S: 06:00-23:59; D: 24H 1,369 e"
-3.48056;40.24517;PETRONOR L-D: 06:00-22:00 1,369 e
2.88494;41.86122;GALP L-D: 06:00-22:00 1,369 e
2.20686;41.43297;REPSOL L-D: 24H 1,369 e
2.19064;41.49661;CEPSA L-D: 07:00-23:00 1,369 e
2.099;41.49294;CEPSA L-D: 24H 1,369 e
2.10208;41.49231;CEPSA L-D: 24H 1,369 e
2.18648;41.3942;GALP L-D: 24H 1,369 e
1.97872;41.46486;CEPSA L-D: 24H 1,369 e
1.24694;41.27858;REPSOL L-D: 06:00-22:00 1,369 e
1.49614;41.27903;REPSOL L-D: 06:00-22:00 1,369 e
1.21981;41.18619;REPSOL L: 00:05-23:00 1,369 e
1.11017;41.14583;REPSOL L-D: 24H 1,369 e
0.74783;40.89661;REPSOL L: 06:00-22:00 1,369 e
1.26111;41.28311;CAMPSA L-D: 06:00-22:00 1,369 e
1.26389;41.30731;REPSOL L-D: 06:00-22:00 1,369 e
1.29939;41.36169;REPSOL L-D: 06:00-22:00 1,369 e
1.39744;41.28281;PETRONOR Horario Especial 1,369 e
1.12508;41.14981;REPSOL L-D: 06:00-22:00 1,369 e
0.44275;40.58778;PETRONOR L-D: 06:00-22:00 1,369 e
1.24947;41.2885;CAMPSA L-D: 24H 1,369 e
0.28436;40.63467;PETRONOR L-D: 24H 1,369 e
1.11717;41.15853;REPSOL L-D: 06:30-23:00 1,369 e
1.15003;41.07781;REPSOL L-D: 07:00-23:00 1,369 e
1.10356;41.14456;REPSOL L-D: 06:00-22:00 1,369 e
1.29697;41.12878;REPSOL L-D: 06:00-22:00 1,369 e
1.09692;41.15664;REPSOL L-D: 24H 1,369 e
0.53967;40.56936;REPSOL L: 06:00-22:00 1,369 e
-0.18339;38.93408;BENIARJO L-S: 06:00-21:30 1,369 e
-0.36247;39.48331;REPSOL L-D: 24H 1,369 e
-0.41253;39.47428;CAMPSA L-S: 06:30-22:30 1,369 e
-0.37633;38.87414;BENICADELL L: 06:00-22:00 1,369 e
-1.40406;39.65156;REPSOL L: 08:00-20:00 1,369 e
-0.38789;39.54542;"BP HOFIRA L: 06:00-00:00; M-D: 24H 1,369 e"
-0.19314;38.95339;E.S.AUTOMECANICA AZAFOR,S L-D: 24H 1,369 e
-0.372;39.45897;REPSOL Horario Especial 1,369 e
-0.46536;39.47131;REPSOL L-D: 24H 1,369 e
-0.45967;39.21736;REPSOL L-D: 24H 1,369 e
-0.39942;39.46097;REPSOL L-D: 06:00-22:00 1,369 e
-0.36119;39.48958;REPSOL L-D: 06:00-23:00 1,369 e
-0.40447;39.48769;REPSOL L-D: 24H 1,369 e
-1.31167;39.53969;REPSOL L-D: 07:00-23:00 1,369 e
-0.20875;38.88933;E.S. VILLALONGA Horario Especial 1,369 e
-0.37378;39.48478;GALP-PLA DEL POU L-D: 24H 1,369 e
-0.70881;38.26186;GALP L-D: 24H 1,369 e
-0.08297;38.56772;GALP L-D: 07:00-23:00 1,369 e
-0.52314;38.33778;GALP L-D: 06:00-22:30 1,369 e
-0.42069;39.28881;(SIN ROTULO) L-D: 24H 1,369 e
-0.42986;39.16231;CARREFOUR L-D: 24H 1,369 e
-0.39208;39.48142;REPSOL L-D: 07:00-23:00 1,369 e
-0.42725;39.44081;REPSOL L-D: 06:00-22:00 1,369 e
-0.69669;39.38925;PETRONOR  L-D: 06:00-22:00 1,369 e
-0.44653;39.43681;REPSOL L-D: 06:30-23:00 1,369 e
-0.77797;39.43047;REPSOL L-D: 06:00-22:00 1,369 e
-0.75453;39.44478;REPSOL L-D: 24H 1,369 e
-0.78286;39.39419;REPSOL L: 06:00-22:00 1,369 e
-0.38394;39.47433;REPSOL Horario Especial 1,369 e
-0.40644;39.46264;REPSOL L-D: 24H 1,369 e
-1.19733;39.56331;CAMPSA L-D: 24H 1,369 e
-1.19689;39.56375;CAMPSA L-D: 24H 1,369 e
-0.37383;39.49269;REPSOL  L-D: 24H 1,369 e
-0.45847;39.46953;PETRONOR L-D: 24H 1,369 e
-1.21286;39.56358;REPSOL L-D: 24H 1,369 e
-1.21367;39.563;REPSOL L-V: 06:00-22:00 1,369 e
-1.07675;37.98294;REPSOL L-D: 06:00-22:00 1,369 e
-1.97322;38.04419;REPSOL L-D: 06:00-22:00 1,369 e
-1.835;37.86858;REPSOL L-V: 07:00-20:00 1,369 e
-1.48242;38.31981;REPSOL L-D: 06:00-22:00 1,369 e
-0.93042;37.61;CAMPSA L: 07:00-22:00 1,369 e
-0.87667;37.62208;REPSOL L-D: 24H 1,369 e
-0.877;37.62172;REPSOL L-D: 24H 1,369 e
-1.32144;38.48072;REPSOL L-D: 24H 1,369 e
-1.082;37.99981;REPSOL L-D: 06:00-22:00 1,369 e
-1.11194;37.99264;CARREFOUR L-D: 24H 1,369 e
-1.09294;38.04567;GALP L-D: 24H 1,369 e
-1.14342;38.00072;CARREFOUR L-S: 09:00-22:00 1,369 e
-1.18503;37.95497;ADANSE SERVIAUTO Horario Especial 1,369 e
-1.39064;38.20842;E.S.MONTEPINAR L-D: 06:00-22:00 1,369 e
-3.66433;40.47417;CEPSA L-D: 24H 1,369 e
-3.61122;40.42481;CEPSA L-D: 24H 1,369 e
-1.43331;38.68983;No 7374 Horario Especial 1,369 e
-4.86997;39.79356;GASAL Horario Especial 1,369 e
-2.19514;39.04314;E.S. BARRAX S.L. L-D: 24H 1,369 e
-1.95672;42.04992;CEPSA L-S: 07:00-21:00 1,369 e
-3.67558;40.46381;CEPSA L-D: 24H 1,369 e
-1.13686;37.97156;GALP L-D: 06:00-00:00 1,369 e
-1.10261;38.61467;GALP L-D: 06:00-23:00 1,369 e
-1.11542;37.98764;REPSOL L-D: 24H 1,369 e
-3.47756;39.87019;REPSOL L-D: 06:00-22:00 1,369 e
-3.47706;39.86886;REPSOL L-D: 06:00-22:00 1,369 e
-3.34575;39.61633;REPSOL L-D: 07:00-23:00 1,369 e
-3.70851;39.41883;CAMSA L-D: 07:00-21:00 1,369 e
-3.4795;39.76594;REPSOL L-D: 24H 1,369 e
-4.83117;39.94758;REPSOL L-D: 05:30-22:30 1,369 e
-4.85244;39.95083;REPSOL L-D: 06:00-22:00 1,369 e
-3.50658;39.683;REPSOL L-D: 06:00-00:00 1,369 e
-3.98683;40.04653;CAMPSA L: 07:00-22:00 1,369 e
-2.98983;39.50419;PETRONOR Horario Especial 1,369 e
-3.96492;42.13169;REPSOL Horario Especial 1,369 e
-6.61586;42.55567;GALP L-D: 07:00-23:00 1,369 e
-3.67792;42.34875;REPSOL L-D: 24H 1,369 e
-4.64689;40.47819;CAMPSA L: 8:00-22:00 1,369 e
-4.05914;37.17981;GALP L-D: 24H 1,369 e
-3.47158;38.63553;REPSOL L-D: 24H 1,369 e
-3.47136;38.63617;REPSOL L-D: 06:00-23:00 1,369 e
-2.26611;39.32547;GALP L-S: 07:00-22:00 1,369 e
-0.98211;38.70894;GALP L-D: 06:00-22:00 1,369 e
-3.31561;39.61994;REPSOL L: 06:00-23:00 1,369 e
-3.49608;39.37783;REPSOL L-D: 24H 1,369 e
-3.44906;39.97392;REPSOL L: 06:00-23:00 1,369 e
-3.51781;39.64941;CAMPSA L-D: 24H 1,369 e
-2.76706;39.39592;CAMPSA Horario Especial 1,369 e
-3.23578;40.57967;REPSOL L-D: 24H 1,369 e
-3.37825;39.10886;REPSOL L: 06:00-12:00 1,369 e
-1.84508;39.03314;REPSOL L-D: 06:30-22:30 1,369 e
-1.35961;39.90281;INVERSIONES CASTELLANO CA Horario Especial 1,369 e
-3.39164;38.9015;REPSOL L-D: 24H 1,369 e
-3.39028;38.89992;REPSOL L-D: 08:00-22:00 1,369 e
-3.48336;39.33322;REPSOL L-D: 06:00-23:00 1,369 e
-3.49778;38.50844;CAMPSA L-D: 24H 1,369 e
-3.49667;38.50664;REPSOL L-D: 24H 1,369 e
-1.68092;38.60228;REPSOL L-D: 24H 1,369 e
-3.41914;39.23044;REPSOL L-D: 07:30-21:00 1,369 e
-3.12836;39.40086;PETRONOR L-D: 05:30-11:00 1,369 e
-5.61047;36.86381;REPSOL L: 06:00-22:00 1,369 e
-4.64175;38.32717;REPSOL L-D: 06:00-23:00 1,369 e
-4.05678;38.03558;REPSOL L-D: 06:00-22:00 1,369 e
-3.92961;37.18103;REPSOL L-D: 24H 1,369 e
-3.67344;38.19636;REPSOL L-D: 24H 1,369 e
-2.73389;37.45178;ESTACION DE SERVICIO EL P L: 06:00-23:00 1,369 e
-3.72317;38.02189;E.S. LOPEZ JIMENEZ S.L. L-D: 07:00-22:00 1,369 e
-6.37325;37.29231;BP OIL ESPANA S.A. L-D: 06:00-22:00 1,369 e
-2.44606;37.01642;CAMPSA L-D: 06:00-23:30 1,369 e
-4.04742;38.03814;REPSOL Horario Especial 1,369 e
-2.93967;37.70725;GALP Horario Especial 1,369 e
-2.56128;37.11692;GERGAL L-D: 06:30-23:00 1,369 e
-5.87433;40.01728;REPSOL L: 06:00-22:00 1,369 e
-5.89083;40.13642;REPSOL L-D: 06:00-22:00 1,369 e
-5.69489;39.29103;REPSOL L-D: 07:00-22:00 1,369 e
-5.7965;40.20078;REPSOL L-D: 06:00-22:00 1,369 e
-6.29019;38.21128;CAMPSA L-D: 06:00-22:00 1,369 e
-5.31858;39.44819;REPSOL L: 06:00-22:30 1,369 e
-4.16594;38.02708;REPSOL L-D: 06:00-22:00 1,369 e
-2.42314;36.87817;VIATOR Horario Especial 1,369 e
-2.959;37.18781;CAMPSA L: 05:00-23:00 1,369 e
-6.54028;38.07056;IBERDOEX L-D: 07:00-22:00 1,369 e
-6.91225;38.28533;IBERDOEX L-D: 07:00-22:00 1,369 e
-4.10919;40.92719;REPSOL L-D: 06:00-23:00 1,369 e
-5.62378;42.66067;JOVINO ESTHER E HIJOS S.L L-D: 07:00-23:00 1,369 e
-4.49919;42.86239;J.L.SARDINA S.L. L-D: 06:00-00:00 1,369 e
-3.45419;39.28822;GALP L-D: 24H 1,369 e
-3.45683;39.28756;GALP L-D: 24H 1,369 e
-3.64528;40.02075;CEPSA L-D: 24H 1,369 e
-3.69967;40.43753;CEPSA L-D: 24H 1,369 e
-3.39427;38.84828;CEPSA L-D: 24H 1,369 e
-3.38319;38.95747;CEPSA L-D: 24H 1,369 e
-1.68783;38.50681;PETRONOR L: 06:00-23:00 1,369 e
-2.22311;40.42681;MARANCHONEROS CARMONA S.L L-D: 07:00-20:00 1,369 e
-3.47294;38.59019;CEPSA L-D: 24H 1,369 e
-4.10969;40.92719;REPSOL L-D: 06:00-23:00 1,369 e
-5.62444;42.66039;JOVINO LOPEZ GARCIA L-D: 07:00-23:00 1,369 e
-5.07961;40.209;FERNANDEZ BERMEJO L-D: 07:00-23:00 1,369 e
-5.04408;40.18292;FERNANDEZ BERMEJO L-D: 06:00-22:00 1,369 e
-5.13389;40.35975;E.S GREDOS L: 08:00-21:00 1,369 e
-5.58403;42.53408;VALCARCE L-D: 24H 1,369 e
-4.97286;40.85442;HERMANOS CRUZ (REPOSTAR) L-D: 08:00-22:00 1,369 e
-5.66136;41.99728;SHELL L-D: 07:00-23:00 1,369 e
-5.78492;42.38281;CEPSA Horario Especial 1,369 e
-3.70397;41.82492;GALP L-D: 07:00-23:00 1,369 e
-3.04197;41.97269;GALP Horario Especial 1,369 e
-3.70597;42.24533;GALP L-D: 24H 1,369 e
-5.57969;42.46244;CAMPSA Horario Especial 1,369 e
-5.33972;40.14756;SC CAMPOS L-D: 07:00-23:00 1,369 e
-3.70314;42.24583;GALP L-D: 24H 1,369 e
-3.40042;38.77267;CEPSA L-D: 09:00-13:00 y 16:00-20:00 1,369 e
-3.39681;38.77889;CEPSA L-D: 04:30-01:30 1,369 e
-2.07928;40.57406;PETRONOR L-D: 07:00-20:00 1,369 e
-3.11258;39.401;CAMPSA L-D: 07:00-22:00 1,369 e
-3.37344;39.02306;REPSOL L-D: 24H 1,369 e
-3.38403;39.00589;REPSOL L-D: 24H 1,369 e
-2.32714;39.34225;REPSOL L-D: 07:00-22:00 1,369 e
-3.76889;38.09369;AREA DE SERVICIO EL DELFI L-D: 24H 1,369 e
-4.93689;40.82939;REPSOL L-D: 24H 1,369 e
-3.83972;43.38322;ES FERMAN LIANO L-D: 06:00-12:00 1,369 e
-5.79628;38.69528;06/32718 L-D: 07:00-14:00 y 15:00-22:00 1,369 e
-0.72375;38.26414;BP L-D: 07:00-23:00 1,369 e
-0.49617;38.83867;LA COSTERA Horario Especial 1,369 e
-6.32775;39.2895;VALCARCE L-D: 24H 1,369 e
-0.17275;38.53372;REPSOL L-D: 24H 1,369 e
-5.80056;38.92217;GALP L-D: 07:00-14:25 y 14:30-22:00 1,369 e
-6.12678;38.79219;E.S. VIRGEN DE LA CANDELA L-D: 08:00-14:25 y 14:30-22:00 1,369 e
-6.07078;38.91222;E.S. SAN PABLO L-D: 08:00-14:25 y 14:30-22:00 1,369 e
-5.56883;38.47578;E.S. VIRGEN DE FATIMA L-D: 08:00-14:25 y 14:30-22:00 1,369 e
-5.67619;40.54819;C.T. GUIJUELO L-D: 24H 1,369 e
2.17911;41.44547;ESTACION DE SERVICIO FAVE L-D: 06:00-22:30 1,369 e
-0.77369;38.37631;BP L-D: 06:00-22:00 1,369 e
-0.543;39.06144;CANONCHE L-D: 24H 1,369 e
0.69483;40.79533;EVOLUTION L-D: 06:00-22:00 1,369 e
-1.09336;39.48631;REPSOL L-D: 06:00-22:00 1,369 e
0.00847;40.10533;REPSOL L-D: 24H 1,369 e
-0.90067;37.62811;REPSOL L-D: 06:30-22:30 1,369 e
-4.18789;41.2215;ANDRES TEJEDOR E HIJOS L-D: 24H 1,369 e
-5.575;42.54036;NEUMATICOS ISABEL E HIJOS Horario Especial 1,369 e
-5.76194;39.91728;REPSOL L-D: 24H 1,369 e
-4.82364;39.96197;EDAN (REPSOL) L-D: 24H 1,369 e
2.17964;41.43367;CAMPSA L-S: 06:00-22:00 1,369 e
-3.39906;39.18047;REPSOL L-D: 24H 1,369 e
1.24003;41.15189;REPSOL L: 06:00-22:00 1,369 e
-4.5185;38.02511;REPSOL L-D: 06:00-22:00 1,369 e
-0.52153;38.99636;PETROVAL L-D: 06:00-23:00 1,369 e
-3.76208;42.36253;BP VILLALON Horario Especial 1,369 e
-5.49781;42.45575;ES ESLA L-D: 07:00-23:00 1,369 e
-0.79708;38.10478;REPSOL L-D: 06:00-00:00 1,369 e
-4.15783;37.52908;AGLA L-D: 07:00-22:00 1,369 e
-4.50708;42.00572;REPOSTAR Horario Especial 1,369 e
-1.66889;37.62156;PETROLORCA,S.L L-D: 24H 1,369 e
-4.54603;37.95556;REPSOL L-D: 24H 1,369 e
-6.12464;40.51075;SANTIAGO HERNANDEZ L-D: 24H 1,369 e
-3.06436;38.58836;REPSOL L-D: 07:00-22:00 1,369 e
-4.74939;37.88781;E.S. EL GRANADAL L-D: 24H 1,369 e
-0.89561;37.61306;PETRONOR L-D: 06:30-22:00 1,369 e
-6.44917;38.38825;SARAS Horario Especial 1,369 e
1.82561;41.49642;PEDROSA CENTER L-D: 24H 1,369 e
-6.36867;38.44728;BP L-D: 06:30-22:00 1,369 e
-0.456;39.28781;PETROMAR L-D: 24H 1,369 e
-0.45508;39.28639;PETROMAR L-D: 24H 1,369 e
-6.67633;40.173;IBERDOEX L-D: 07:00-22:00 1,369 e
-0.61539;38.29711;BP Horario Especial 1,369 e
-0.78258;38.25086;BP Horario Especial 1,369 e
-1.61489;37.6401;EE.SS LA BALSICA L-D: 07:00-22:30 1,369 e
-6.4872;38.64054;CAMPSA L-D: 06:00-22:00 1,369 e
-4.02439;37.54383;CAMPSA L: 06:00-20:00 1,369 e
-0.51806;38.83622;CEPSA L-D: 06:00-22:00 1,369 e
-5.82456;37.04194;EL PALMAR L: 06:00-22:00 1,369 e
-3.09233;37.55544;E.S JESMAR L-D: 08:00-20:00 1,369 e
0.87753;41.63944;CEPSA L-D: 24H 1,369 e
-2.40039;37.59578;E.A. DE LAS VERTIENTES, S L-D: 07:00-23:00 1,369 e
-4.36881;41.62508;REPSOL Horario Especial 1,369 e
-3.66739;40.45886;REPSOL L-D: 24H 1,369 e
2.06836;41.47969;REPSOL L-D: 24H 1,369 e
-0.66967;38.00206;REPSOL L-D: 07:00-23:00 1,369 e
-3.83611;43.40442;AREA DE SERVICIO LA PALME L-S: 07:00-13:00 1,369 e
-5.82794;37.34008;BP L-D: 24H 1,369 e
-6.02981;36.86717;AGLA L-D: 06:00-22:30 1,369 e
-3.01169;37.00822;GALP L-D: 07:00-22:00 1,369 e
2.21167;41.42889;MEROIL L-D: 24H 1,369 e
1.13478;41.08731;SHELL L: 05:00-23:00 1,369 e
-2.11711;40.18556;GALP L-D: 08:00-20:00 1,369 e
-5.88931;37.36811;E.S. EL DRAGON L-D: 24H 1,369 e
-2.28103;37.59578;GALP L-D: 24H 1,369 e
-0.77042;38.35614;LEVANTINA L-S: 06:00-22:00 1,369 e
-4.34942;42.65542;REPSOL L-D: 24H 1,369 e
-5.65556;40.93969;REPSOL L-D: 24H 1,369 e
-3.78967;42.44286;REPSOL L: 09:00-21:00 1,369 e
-3.767;42.34089;CAMPSA L-D: 07:00-23:00 1,369 e
-3.7005;42.33033;REPSOL L-D: 07:00-23:00 1,369 e
-3.34589;41.83506;REPSOL L-D: 08:00-14:00 y 15:00-20:30 1,369 e
-3.62214;42.36411;CAMPSA L: 06:00-00:00 1,369 e
-5.57061;42.24197;REPSOL L-D: 07:30-22:30 1,369 e
-5.57683;42.32217;REPSOL L-S: 08:00-21:30 1,369 e
-3.69867;42.34467;REPSOL Horario Especial 1,369 e
-5;41.09297;F.COCA P. S.L. S-D: 07:00-14:00 1,369 e
-3.71189;42.33747;REPSOL L-D: 07:00-23:00 1,369 e
-3.70294;42.29939;CAMPSA L-D: 07:00-23:00 1,369 e
-4.67153;40.64847;CAMPSA L-D: 07:00-23:00 1,369 e
-4.20778;40.777;ESSO Horario Especial 1,369 e
-4.66011;40.66769;REPSOL L: 08:00-00:00 1,369 e
-5.51553;42.29669;SAENZ DE MIERA SL L-D: 06:00-00:00 1,369 e
-6.34842;41.78506;CEPSA L-D: 07:00-23:00 1,369 e
-4.69233;42.15678;REPSOL L-S: 07:00-22:00 1,369 e
-3.929;41.25539;CAMPSA Horario Especial 1,369 e
-5.72736;40.95106;REPSOL L-D: 07:00-23:00 1,369 e
-2.23197;42.02778;CAMPSA L-S: 08:00-20:00 1,369 e
-2.22331;41.62631;REPSOL L-D: 08:00-14:00 y 15:00-20:30 1,369 e
-4.12294;40.94611;CAMPSA L-D: 24H 1,369 e
-4.39892;40.77756;BP L-D: 24H 1,369 e
-4.73606;42.51842;REPSOL L-D: 06:00-23:00 1,369 e
-6.64058;42.06075;REPSOL L-D: 24H 1,369 e
-6.64017;42.06036;REPSOL L-D: 24H 1,369 e
-4.29964;41.29169;REPSOL L-D: 07:00-22:00 1,369 e
-3.05622;41.83125;REPSOL L-D: 08:00-22:00 1,369 e
-5.67031;41.01711;CAMPSA L-D: 07:00-23:00 1,369 e
-5.69381;40.95531;REPSOL Horario Especial 1,369 e
-4.33425;41.40917;REPSOL Horario Especial 1,369 e
-5.70692;40.95533;CAMPSA L-D: 24H 1,369 e
-4.23461;40.71742;REPSOL L-D: 06:00-22:00 1,369 e
-4.10569;40.94147;REPSOL L-D: 07:00-23:00 1,369 e
-5.64703;40.96008;REPSOL L-D: 06:30-22:30 1,369 e
-4.14878;40.99886;CAMPSA L-D: 07:00-23:00 1,369 e
-5.63244;41.96442;CAMPSA L-D: 07:00-23:00 1,369 e
-5.66567;40.95717;REPSOL L: 07:00-23:00 1,369 e
-4.11242;40.93622;REPSOL L-D: 08:00-22:00 1,369 e
-4.11628;40.94819;CAMPSA L-D: 06:00-00:00 1,369 e
-5.37778;40.992;REPSOL S-D: 08:00-15:00 1,369 e
-6.10231;41.36814;REPSOL L: 07:00-23:00 1,369 e
-5.69703;41.08575;REPSOL L-D: 07:00-22:00 1,369 e
-3.95219;41.39742;PETRONOR Horario Especial 1,369 e
-5.64925;41.00453;REPSOL L: 07:00-23:00 1,369 e
-2.78631;41.80558;CAMPSA L-D: 7:00-23:00 1,369 e
-5.69944;41.52742;REPSOL Horario Especial 1,369 e
-5.61028;40.94975;REPSOL L: 07:00-23:00 1,369 e
-2.41253;41.76236;REPSOL L-D: 07:45-22:15 1,369 e
-5.14144;38.21278;MEROIL L-D: 07:00-21:00 1,369 e
-5.30117;36.81228;AGLA Horario Especial 1,369 e
-3.59117;38.28192;ORELLANA PERDIZ L: 07:00-23:00 1,369 e
-4.29814;40.74919;BP L-D: 07:00-23:00 1,369 e
-5.66281;40.96992;REPSOL L-D: 24H 1,369 e
-6.02558;41.99614;CAMPSA L: 07:00-23:00 1,369 e
-5.41767;41.86042;REPSOL L-D: 24H 1,369 e
-5.85272;42.02211;REPSOL L-D: 06:00-00:00 1,369 e
-2.16206;41.67469;CAMPSA Horario Especial 1,369 e
-2.40478;41.76192;REPSOL L-D: 07:45-22:15 1,369 e
-4.96769;42.25525;REPSOL L-S: 08:00-21:00 1,369 e
-5.66994;40.94775;CAMPSA L-D: 24H 1,369 e
-2.41972;36.84083;LOS PARTIDORES L-D: 24H 1,369 e
-3.44002;37.13394;CEPSA L-D: 07:00-23:00 1,369 e
-4.64683;37.73742;E.S.LA REINA, SL L-D: 07:00-22:00 1,369 e
-4.17614;37.87267;REPSOL L-D: 06:00-22:00 1,369 e
-2.58606;38.38494;CAMPSA L-D: 07:00-22:00 1,369 e
-5.26136;38.29642;REPSOL L: 07:00-23:00 1,369 e
-4.76544;37.85175;REPSOL L-D: 24H 1,369 e
-4.92811;37.67861;REPSOL L-D: 06:00-22:00 1,369 e
-4.83089;36.51769;REPSOL L-D: 24H 1,369 e
-4.83028;36.51942;REPSOL L-D: 24H 1,369 e
-4.52692;36.61325;REPSOL L-D: 24H 1,369 e
-4.52725;36.61361;REPSOL L-D: 24H 1,369 e
-5.11494;36.46517;REPSOL L-D: 24H 1,369 e
-5.11656;36.46356;REPSOL L-D: 24H 1,369 e
-5.97444;37.59228;PETRONOR Horario Especial 1,369 e
-6.32378;37.35819;A-49 PILAS L-D: 24H 1,369 e
-5.54131;37.48381;AGLA L-D: 24H 1,369 e
-4.12328;36.79961;REPSOL L-D: 24H 1,369 e
-4.54969;36.73117;REPSOL L-D: 24H 1,369 e
-4.18;36.74331;CEPSA L-D: 06:30-22:30 1,369 e
-4.53317;36.71981;REPSOL L-D: 24H 1,369 e
-5.46022;37.12108;REPSOL Horario Especial 1,369 e
-4.4427;36.7022;CEPSA L-D: 06:00-23:00 1,369 e
-4.20006;36.717;CEPSA Horario Especial 1,369 e
-4.04214;36.76786;CEPSA L-D: 07:00-23:00 1,369 e
-4.49217;37.943;CAMPSA Horario Especial 1,369 e
-3.60342;37.59269;REPSOL L-D: 24H 1,369 e
-3.92064;37.451;REPSOL L-D: 06:00-22:00 1,369 e
-4.61933;38.32203;REPSOL L: 06:00-23:00 1,369 e
-5.65225;36.85583;REPSOL L: 06:00-22:00 1,369 e
-2.46161;36.92508;REPSOL L-D: 24H 1,369 e
-2.46156;36.92464;REPSOL L-D: 24H 1,369 e
-2.62103;36.80478;REPSOL L-D: 06:30-22:30 1,369 e
-5.20569;38.27244;REPSOL Horario Especial 1,369 e
-5.40336;38.27558;CAMPSA L-D: 06:00-23:00 1,369 e
-4.78242;37.86581;REPSOL L-D: 24H 1,369 e
-3.89936;37.77392;SAN ANDRES L-D: 24H 1,369 e
-3.77911;38.08883;REPSOL L-D: 24H 1,369 e
-3.79078;37.79975;QUESADA ELICHE Horario Especial 1,369 e
-3.62647;37.67822;CEPSA L-D: 24H 1,369 e
-4.32372;38.26744;REPSOL L: 07:00-22:00 1,369 e
-4.07822;37.59114;CEPSA L-D: 06:00-22:00 1,369 e
-3.78336;37.78717;QUESADA L-D: 24H 1,369 e
-4.76611;37.87706;REPSOL L-D: 24H 1,369 e
-4.77392;38.00889;CAMPSA Horario Especial 1,369 e
-3.67197;38.19331;REPSOL L-D: 24H 1,369 e
-4.26128;37.99006;REPSOL L-D: 06:00-22:00 1,369 e
-4.26125;37.98997;REPSOL L-D: 06:00-23:00 1,369 e
-3.38381;38.01439;CAMPSA L-D: 06:00-23:00 1,369 e
-5.27525;38.30064;REPSOL L-D: 06:00-00:00 1,369 e
-2.43444;37.95722;CAMPSA L: 07:00-22:00 1,369 e
-6.03072;37.39078;CARREFOUR L-D: 24H 1,369 e
-5.23869;36.34172;GALP L-D: 24H 1,369 e
-3.98103;36.82515;E.S.MARIDI L-D: 07:00-22:00 1,369 e
-5.64489;36.85586;E.S.VILLAMARTIN L-D: 24H 1,369 e
-2.95483;37.18925;REPSOL L-D: 05:00-23:00 1,369 e
-6.21214;36.52267;RIO SAN PEDRO L-D: 24H 1,369 e
-3.77922;38.02383;REPSOL L-D: 24H 1,369 e
-3.61197;37.15411;GALP L-D: 24H 1,369 e
-3.72306;37.192;BP L-D: 06:00-23:00 1,369 e
-3.93536;37.76272;GALP L-D: 06:00-22:00 1,369 e
-6.52853;38.72556;REPSOL L: 6:30-22:00 1,369 e
-6.52911;38.11572;CAMPSA L-D: 24H 1,369 e
-5.67733;38.27514;SEA L-D: 06:00-22:00 1,369 e
-6.52125;39.96914;REPSOL L-D: 07:00-23:00 1,369 e
-5.47944;39.33333;REPSOL L-D: 07:00-23:00 1,369 e
-6.88311;39.71442;REPSOL L-S: 08:00-21:00 1,369 e
-6.5305;39.98625;REPSOL L: 06:00-10:00 1,369 e
-6.00628;39.00711;REPSOL L-D: 06:00-22:00 1,369 e
-6.37433;38.44181;REPSOL L-D: 06:00-22:00 1,369 e
-6.04667;39.97683;REPSOL Horario Especial 1,369 e
-5.92517;39.14331;REPSOL L-D: 24H 1,369 e
-4.60492;42.24086;REPSOL L: 06:00-22:00 1,369 e
-4.61278;42.63528;CAMPSA L-S: 08:00-21:00 1,369 e
-0.38672;39.49298;REPSOL L-D: 06:00-22:00 1,369 e
-3.69647;37.74758;AGLA L-D: 06:30-21:30 1,369 e
-4.95881;41.35528;GALP L-D: 24H 1,369 e
-4.83039;36.66278;(SIN ROTULO) L-D: 07:00-22:00 1,369 e
-5.96881;37.32175;(SIN ROTULO) L-D: 08:00-21:30 1,369 e
2.81178;42.06399;REPSOL L-D: 06:00-22:00 1,369 e
-0.37733;39.42847;E.S. FORN D'ALCEDO S.L. L-S: 06:30-21:30 1,369 e
-1.68581;37.55564;E.S OLIVA Horario Especial 1,369 e
-3.89722;42.27528;VALCARCE L-D: 24H 1,369 e
-3.98767;37.32481;GALP  Horario Especial 1,369 e
-7.20489;37.243;CEPSA L-D: 08:00-22:00 1,369 e
-3.13411;39.40075;COMBUSTIBLES CRIPTANA,SL Horario Especial 1,369 e
