Fichero generado por el Mityc30/10/2013
Longitud;Latitud;Descripcion
-8.24925;43.49486;CEPSA L-D: 24H 1,306 e
-8.16842;42.68281;GALP L-D: 06:00-23:00 1,306 e
-1.10128;40.33736;CEPSA L-D: 06:30-22:30 1,306 e
-1.11661;40.34789;CEPSA L-D: 07:00-23:00 1,306 e
-0.13006;41.04397;CEPSA L-D: 06:00-22:45 1,306 e
-8.81925;43.26194;CEPSA L-D: 6:30-23:00 1,307 e
-6.15781;36.69497;ALCAMPO Horario Especial 1,307 e
-2.21667;43.03889;AVIA L-D: 24H 1,307 e
-2.66114;42.86528;SHELL Horario Especial 1,307 e
-3.01925;38.73894;NTRA. SRA. ANTIGUA L-D: 24H 1,307 e
-3.61886;37.20567;RED AHORRO L-D: 06:00-22:00 1,307 e
-3.06133;42.91183;E.S.FERREIRA Horario Especial 1,308 e
-1.96681;43.29597;AVIA L-D: 07:00-22:00 1,308 e
-2.90694;42.71064;SHELL L-D: 24H 1,308 e
-2.07128;43.14522;AVIA L-D: 06:00-22:00 1,308 e
-1.66179;43.00078;ALPE L-V: 09:00-19:00 1,308 e
-4.84219;38.37114;COOPERATIVA OLIVARERA LOS L-D: 07:00-23:00 1,308 e
-0.50908;39.18589;PETROMAX LEVANTE L-D: 24H 1,308 e
-1.76617;43.3375;SACYTRANS L-D: 24H 1,308 e
-1.44058;40.41289;CEPSA Horario Especial 1,308 e
-1.76869;43.33728;GACELA L-D: 24H 1,308 e
-2.03442;43.20667;PETROMIRALLES L-D: 24H 1,308 e
-1.64144;42.74856;BIDEKO ATERPE L-D: 24H 1,308 e
-2.31408;42.87117;VALCARCE L-D: 24H 1,308 e
-0.50194;39.20333;PETROMAX L-D: 24H 1,308 e
-0.98639;41.63794;IDS L-D: 24H 1,308 e
-3.52725;39.47594;E.S. ABOX-OIL L-D: 24H 1,308 e
-0.52161;38.99739;ENERXAT L-D: 24H 1,308 e
-2.75631;43.23156;PETRONOR L-D: 24H 1,308 e
-2.75403;43.23008;PETRONOR L-D: 24H 1,308 e
-7.73542;42.39736;ESTACION DE SERVICIO LUIN Horario Especial 1,308 e
-2.95136;43.14864;PETRONOR L-D: 06:00-22:00 1,308 e
-2.31206;43.17644;AVIA Horario Especial 1,308 e
-2.47833;43.06703;PETRONOR L-D: 06:00-22:00 1,308 e
-1.80853;43.34756;GALP L-D: 24H 1,308 e
-1.80694;43.34717;GALP Horario Especial 1,308 e
-2.42064;43.03992;PETRONOR L-D: 06:00-22:00 1,308 e
-2.18833;43.04195;AVIA L-D: 06:30-22:30 1,308 e
-2.5345;43.01383;PETRONOR L-D: 06:00-22:00 1,308 e
-2.2175;43.03506;CARREFOUR L-D: 24H 1,308 e
-1.97064;43.32589;AVIA L-D: 24H 1,308 e
-1.96625;43.29708;AVIA L-D: 24H 1,308 e
-2.25878;43.18967;AVIA Horario Especial 1,308 e
-1.91678;43.28197;AVIA Horario Especial 1,308 e
-2.25944;43.24144;E.S. ZESTOA-AVIA Horario Especial 1,308 e
-2.32036;42.8635;TRUCK CENTER L-D: 24H 1,308 e
-2.23458;43.04586;GALP L-S: 07:00-21:00 1,308 e
-2.43542;43.05358;CAMPSA L: 06:00-22:00 1,308 e
-6.72117;43.54508;EROSKI Horario Especial 1,308 e
-2.09442;42.23156;CARMINA I Horario Especial 1,308 e
2.27081;41.55444;BP Horario Especial 1,308 e
-5.85544;39.031;SARAS L-D: 06:00-23:00 1,308 e
-3.69119;40.50728;PETROLANDIA L-D: 24H 1,308 e
-3.39194;38.74992;SARAS ENERGIA  L-S: 08:00-22:00 1,309 e
-3.62519;40.39097;CERRO DE LA CABANA L-D: 24H 1,309 e
-3.62508;40.39217;CERRO DE LA CABANA L-D: 24H 1,309 e
-4.12753;40.60175;GALP L-D: 07:00-23:00 1,309 e
-4.01911;40.33856;GALP L-D: 07:00-23:00 1,309 e
-4.01831;40.33897;GALP L: 07:00-23:00 1,309 e
-3.191;40.63478;GALP Horario Especial 1,309 e
-6.96611;38.84603;LAS VAGUADAS  S.A.L. (BP) L-D: 07:00-23:00 1,309 e
-3.83253;40.26828;CEPSA (EL MOLINO) L-D: 24H 1,309 e
-1.179;37.939;MEROIL, S.A. L-D: 06:00-23:00 1,309 e
-0.33903;39.55506;SLH-REPSOL-MUSEROS L-D: 24H 1,309 e
-0.33414;39.56397;REPSOL L-D: 24H 1,309 e
-0.33533;39.56289;REPSOL Horario Especial 1,309 e
2.60492;41.60794;GALP L-D: 06:00-00:00 1,309 e
2.80833;41.96583;GALP L-V: 06:00-22:00 1,309 e
2.11175;41.34647;GALP L-D: 24H 1,309 e
2.10953;41.34583;GALP L-D: 24H 1,309 e
-3.58256;40.44494;MAKRO Horario Especial 1,309 e
-3.79178;40.71753;SOTO I L-D: 06:00-22:00 1,309 e
-3.82311;40.25719;BP HUMANES. L-D: 06:00-23:59 1,309 e
-3.31647;40.43914;GALP L-D: 06:30-22:00 1,309 e
-3.50808;40.57831;SETOR L-D: 06:00-00:00 1,309 e
-3.52892;40.43056;BP LA PRESA (S.F. HENARES L-D: 24H 1,309 e
-4.0115;40.32647;REPSOL Horario Especial 1,309 e
-0.9532;38.09129;NO ROTULO L-D: 06:00-23:00 1,309 e
1.95425;41.26722;GASFELLS L-D: 06:00-22:00 1,309 e
-3.579;40.60869;GALP L-D: 24H 1,309 e
2.15103;41.50031;REPSOL L-D: 24H 1,309 e
2.54206;41.57517;NAVISAL, S.A. L-D: 24H 1,309 e
2.12497;41.50028;SABATER NURI CARBURANTS S L-D: 24H 1,309 e
2.13525;41.49972;SABATER NURI CARBURANTS S L-D: 24H 1,309 e
-0.61119;39.34828;BON+SERVICI+COOP.V. L-D: 07:00-21:00 1,309 e
-0.91978;37.71806;REPSOL Horario Especial 1,309 e
2.14825;41.51869;SANTIGA L-D: 24H 1,309 e
2.46536;42.15542;SARAS ENERGIA Horario Especial 1,309 e
2.0275;41.54572;SARAS ENERGIA L-D: 07:00-23:00 1,309 e
0.82676;41.78814;CARREFOUR L-S: 09:30-21:30 1,309 e
2.88675;42.03092;BTP L-D: 06:30-22:30 1,309 e
-0.69606;40.68053;CAMPSA L-V: 07:45-13:30 y 17:00-20:00 1,309 e
-0.40742;40.50833;PETRONOR L-S: 08:00-21:00 1,309 e
-1.47519;41.76308;REPSOL L-D: 07:00-23:00 1,309 e
-1.13564;40.35694;REPSOL L-D: 06:00-22:00 1,309 e
-1.13672;40.35756;REPSOL L-D: 07:00-23:00 1,309 e
-1.07728;41.60578;CEPSA L-D: 24H 1,309 e
2.54489;42.05303;SARAS L-D: 06:00-22:00 1,309 e
2.31006;41.98456;FEIXAS AULET L-D: 07:00-23:00 1,309 e
1.74876;41.53003;GASOILS CARRERAS DE PIERA L-D: 24H 1,309 e
-4.49662;43.37482;COMBUSCAN L: 06:00-23:00 1,309 e
-1.10494;40.33661;REPSOL L-D: 07:00-23:00 1,309 e
-1.34819;41.52364;REPSOL L-S: 07:30-21:30 1,309 e
-0.32333;41.28631;REPSOL L-S: 07:00-21:00 1,309 e
-1.78728;41.46606;PETRONOR L-D: 7:30-20:30 1,309 e
-1.37153;41.48322;REPSOL L-D: 07:00-22:00 1,309 e
-1.32822;40.69217;CEPSA L-V: 08:00-13:00 y 16:00-20:00 1,309 e
-0.83761;40.80247;REPSOL Horario Especial 1,309 e
-1.39672;41.879;CAMPSA Horario Especial 1,309 e
0.14667;41.72183;REPSOL L-D: 24H 1,309 e
-0.413;42.14264;REPSOL L-D: 06:00-23:00 1,309 e
-0.41894;42.13114;REPSOL L-D: 06:00-22:00 1,309 e
-0.42992;42.12511;REPSOL L-D: 06:00-00:00 1,309 e
-0.12339;42.60647;CAMPSA L-D: 08:00-20:00 1,309 e
-2.339;43.27744;GALP L-D: 05:00-23:00 1,309 e
-2.34083;43.29417;GALP L-V: 06:00-22:00 1,309 e
-2.21992;43.02647;BP OIL L-D: 24H 1,309 e
-2.31325;43.08819;GALP L-D: 06:00-22:00 1,309 e
-2.023;43.25425;GALP L-D: 24H 1,309 e
-2.33219;43.03469;CEPSA Horario Especial 1,309 e
-2.90378;43.27225;GABAI OIL S.A. L-D: 07:00-23:00 1,309 e
-8.73142;42.57594;GALP L-D: 07:00-23:00 1,309 e
-4.37633;40.00575;GASOLEOS DEGAS L-D: 24H 1,309 e
-0.38253;39.41558;TAIGO L-D: 07:00-23:00 1,309 e
-3.61864;37.21239;CARREFOUR L-D: 24H 1,309 e
-4.28017;39.98978;PUNTO AZUL GASOLINERA 24  L-D: 24H 1,309 e
-1.76083;37.39319;E.S. AQUACENTER L-D: 07:00-22:00 1,309 e
2.99994;42.26842;CARREFOUR L-D: 24H 1,309 e
-3.63108;40.36914;GALP L-D: 24H 1,309 e
0.08175;42.436;REPSOL L-D: 07:00-23:00 1,309 e
-2.20947;37.37339;DAMOTRELL Horario Especial 1,309 e
-1.29253;41.17075;BP L: 24H 1,309 e
-3.26481;40.55647;SHELL L-D: 06:00-00:00 1,309 e
2.29308;41.52561;BP L: 06:00-22:00 1,309 e
-1.54475;37.72881;VIRSA, S.C.L. L-D: 24H 1,309 e
-1.62011;42.06228;AVIA L-D: 24H 1,309 e
-6.45403;38.85164;COOP. PERALES L-D: 24H 1,309 e
-3.81175;40.27519;E.S. HUMANES S.L. L-D: 07:00-23:00 1,309 e
-3.90631;40.30211;REPSOL L-D: 24H 1,309 e
-0.35042;39.52417;AGRICOLA SAN ISIDRO L-D: 06:00-22:00 1,309 e
2.56925;41.59658;STAR PETROLEUM L: 07:00-22:00 1,309 e
2.08689;41.60153;BTP L: 06:30-22:30 1,309 e
-3.79281;40.71792;E.S. SOTO II (IZQDO) L-D: 06:00-23:00 1,309 e
-3.50892;40.57833;SETOR L-D: 06:00-22:00 1,309 e
-0.83217;37.80906;BTP L: 06:30-22:30 1,309 e
-6.00578;39.00961;AMALIA DE SAJONIA L-D: 24H 1,309 e
-3.57347;40.42133;BP L-D: 24H 1,309 e
2.98444;42.26725;SHELL L-D: 08:00-22:00 1,309 e
-3.52128;40.41261;BP - TORRELAVEGA 7 L-D: 24H 1,309 e
-1.39711;41.51847;REPSOL L-D: 07:00-22:00 1,309 e
-3.15103;40.64042;SHELL L-D: 06:00-00:00 1,309 e
-8.45019;42.96422;E.S. SIGUEIRO L-D: 07:00-23:00 1,309 e
-2.90303;43.27261;GABAI OIL S.A. L-D: 07:00-23:00 1,309 e
-4.98911;37.1035;CEPSA-LA DEHESA S.C.A. L-D: 24H 1,309 e
-0.96803;37.68403;SHELL L-D: 07:00-23:00 1,309 e
-2.94625;43.26194;GARAGE SAN MAMES L-D: 07:00-20:20 1,309 e
3.05536;41.95747;BP L-D: 06:30-22:00 1,309 e
-1.25622;41.80247;REPSOL L-D: 06:00-22:00 1,309 e
-2.65357;36.79947;CONSUMOMAR L-D: 24H 1,309 e
-2.92425;43.24769;STAR PETROLEUM L-D: 07:00-23:00 1,309 e
-2.92478;43.24847;STAR PETROLEUM L-D: 24H 1,309 e
-3.18933;40.63586;GALP L-D: 24H 1,309 e
-3.71053;40.56228;E.S. NAVALCARRO L-D: 24H 1,309 e
-6.39339;38.67717;GASO 10 Horario Especial 1,309 e
-4.86844;42.77619;COBASGUAR  Horario Especial 1,309 e
-3.53292;40.43653;AVIA L-D: 07:00-23:00 1,309 e
-3.30544;38.96228;E.S. LA RECTA L-D: 24H 1,309 e
-0.61181;39.3425;CENTRE LA ALQUERIA L-D: 06:00-22:00 1,309 e
-1.66761;41.32461;E.S. VALDEHERRERA L-D: 24H 1,309 e
-8.8015;43.28753;CERQUEDA SL Horario Especial 1,309 e
-0.42744;39.43594;E.S. FAITANAR Horario Especial 1,309 e
-4.01494;40.46881;SHELL L-D: 24H 1,309 e
-0.44636;39.50153;SHELL L-D: 05:00-23:00 1,309 e
-4.01531;40.46794;SHELL L-D: 06:00-22:00 1,309 e
-3.47675;40.35169;REPSOL L-D: 24H 1,309 e
3.02094;41.98278;BP L-D: 06:30-22:00 1,309 e
-0.54847;42.21192;REPSOL L-D: 07:00-22:00 1,309 e
-3.14691;37.30325;COMPETROL L-S: 08:00-21:00 1,310 e
-2.4094;36.87664;S.A.T. PISAICA DE LA VIRG L-D: 06:00-22:00 1,310 e
-5.64411;37.48258;SAN TEODOMIRO L-D: 06:00-22:00 1,310 e
2.12892;41.34761;PORTUARIOS SERVICIOS L-D: 24H 1,310 e
-2.80642;39.28664;TRANSPORTES FELIX E HIJOS Horario Especial 1,310 e
-0.68706;39.48886;CHESTE AGRARIA COOP.V. L-D: 06:00-22:00 1,310 e
-0.8375;41.75444;US SAN MIGUEL L-D: 24H 1,310 e
-8.43089;43.01064;CEPSA L-D: 07:00-23:00 1,310 e
-2.95989;43.291;PETRONOR L-D: 06:00-22:00 1,310 e
-2.96042;43.29122;PETRONOR L-D: 06:00-22:00 1,310 e
-2.94417;43.27147;REPSOL L-D: 24H 1,310 e
-0.86183;41.63453;REPSOL L-D: 06:00-22:00 1,310 e
-0.88839;41.62547;PETRONOR L-D: 06:00-22:00 1,310 e
0.71784;41.67922;RESTAURANTE LA VINA L-D: 24H 1,310 e
-2.41694;42.47258;(SIN ROTULO) Horario Especial 1,310 e
-1.88628;39.02178;AB OIL L-D: 09:00-14:00 y 18:00-20:00 1,310 e
-3.44839;40.30314;BP ARGANDA L-D: 24H 1,311 e
-3.46278;40.30564;LA ARGANDENA L-D: 24H 1,311 e
-8.58255;42.84972;ESTACION DE SERVICIO NOVO Horario Especial 1,311 e
-8.63146;42.06951;SERTUY L-D: 24H 1,311 e
-9.05581;42.78736;MEROIL L: 07:00-23:00 1,311 e
-8.63199;42.06963;SERTUY L-D: 07:00-23:00 1,311 e
-8.21011;43.29183;GALP L-D: 07:00-23:00 1,311 e
-8.88964;42.78289;CAMPSA Horario Especial 1,311 e
-8.15836;43.51625;E.S. SANTA RITA L-D: 07:00-23:00 1,311 e
-9.07203;42.78528;REPSOL L-D: 07:00-23:00 1,311 e
1.77811;41.43556;HAM L-D: 24H 1,311 e
-5.84647;37.35228;ZACATIN  L-D: 24H 1,311 e
-5.867;37.35736;NOVAOIL L-D: 07:00-22:00 1,311 e
-8.14831;43.599;SHELL L-D: 07:00-23:00 1,311 e
-5.93803;43.54339;SHELL L-D: 06:00-00:00 1,312 e
-3.71067;40.24604;SHELL L: 05:00-22:00 1,312 e
1.72976;41.35375;LACICAR L-V: 08:00-13:00 y 15:00-20:00 1,312 e
-5.90689;43.537;SHELL L-D: 07:00-23:00 1,312 e
-5.93314;43.552;SHELL L-D: 07:00-23:00 1,312 e
0.66167;41.62433;LACICAR L: 08:00-20:00 1,312 e
-1.86919;43.32864;AS-24 Horario Especial 1,312 e
-0.71842;38.27781;GASOLINERA D'ELX L-D: 06:00-23:00 1,312 e
-2.81467;43.41158;ESTACION DE SERVICIO BAK Horario Especial 1,312 e
-1.76047;43.34211;REPSOL L-D: 24H 1,312 e
-1.762;43.34256;REPSOL L-D: 06:00-22:00 1,312 e
-2.25808;43.29483;CEPSA Horario Especial 1,312 e
-1.76333;43.34253;CAMPSA L-D: 6:30-21:30 1,312 e
-1.87903;43.31178;REPSOL L-D: 06:00-22:00 1,312 e
-1.87953;43.31214;REPSOL L-D: 06:00-22:00 1,312 e
-1.78703;43.34728;REPSOL L-D: 24H 1,312 e
-1.78736;43.34722;REPSOL L-D: 06:00-22:00 1,312 e
-1.81703;43.33389;PETRONOR L-D: 06:00-22:00 1,312 e
-1.87044;43.32694;GALP Horario Especial 1,312 e
-1.87183;43.29622;CAMPSA L-D: 07:00-22:00 1,312 e
-1.25135;40.48259;E.S. EL CAMPOFRIO Horario Especial 1,312 e
-1.97117;42.30639;E.S. LOPEZ ARAQUISTAIN NA L-D: 06:00-22:00 1,312 e
-1.97458;42.30269;CAMPSA Horario Especial 1,312 e
-2.05042;42.32547;REPSOL L-S: 07:00-21:00 1,312 e
-4.01031;40.63581;GALP L-D: 24H 1,312 e
-0.68294;39.42756;(SIN ROTULO) L-D: 24H 1,312 e
-2.39458;42.84894;GALP L-D: 06:00-22:00 1,313 e
-2.70228;42.89567;AVIA L-D: 06:00-22:00 1,313 e
-2.61636;42.87686;AVIA L-D: 24H 1,313 e
-1.95408;43.29511;AVIA Horario Especial 1,313 e
-2.68228;42.84283;REPSOL Horario Especial 1,313 e
-8.74458;42.58733;SARAS Horario Especial 1,313 e
-4.19806;40.32217;CEPSA L-D: 07:00-23:00 1,313 e
-1.49919;38.02781;E.S. OSUNA NAVAS L-D: 07:00-23:00 1,313 e
-3.49042;40.38589;GALP L-D: 07:00-23:00 1,313 e
-4.30167;40.27947;CEPSA L-D: 07:00-23:00 1,313 e
-2.71272;42.86378;AVIA L-D: 06:30-22:30 1,313 e
-3.49311;40.38994;REPSOL L-D: 24H 1,313 e
1.09881;41.14558;SIMPLY Horario Especial 1,313 e
-2.53339;41.67397;PETROSORIA L-V: 08:00-19:30 1,313 e
-2.68694;43.2965;AVIA L-D: 06:00-00:00 1,313 e
-3.04597;43.31964;REPSOL L-D: 06:00-22:00 1,313 e
3.20603;41.95119;BEGUR L-D: 06:30-22:00 1,313 e
1.80536;41.56858;PETRONIEVES Horario Especial 1,313 e
-2.65314;42.86469;SHELL L-D: 05:00-23:00 1,313 e
3.1045;42.2635;E.S.MEX L-D: 24H 1,313 e
-8.88278;43.15731;CEPSA L-D: 07:00-23:00 1,313 e
-6.03481;37.42314;E.S. MARIA AUXILIADORA L-D: 24H 1,313 e
-4.72828;37.13761;AGLA L: 07:00-22:00 1,314 e
-4.69353;37.13194;ANTEQUERANA'S OIL L-D: 24H 1,314 e
-8.67439;42.01347;SHELL L-D: 07:00-23:00 1,314 e
-8.67489;42.01369;SHELL L-D: 07:00-23:00 1,314 e
-4.69331;37.13319;ANTEQUERANA'S OIL L-D: 24H 1,314 e
-0.85819;37.84194;HORTAMIRA Horario Especial 1,314 e
1.91969;41.37956;GALP L-D: 24H 1,314 e
-2.67294;42.855;ESASA L: 07:00-23:00 1,314 e
-0.79511;41.65172;REPSOL L-D: 06:00-22:00 1,314 e
2.03511;41.474;JULIA L-D: 24H 1,314 e
-0.44528;42.25081;REPSOL L-D: 07:00-23:00 1,314 e
-0.89558;37.73806;SHELL L-D: 06:00-00:00 1,314 e
1.05522;41.882;COOPSERVICE D'ARTESA L-D: 24H 1,314 e
-4.08789;40.66786;SHELL L-D: 24H 1,314 e
-5.94856;40.13456;SDAD COOP SAN LUCAS DEL T L-D: 24H 1,314 e
-8.21575;43.53419;CEPSA L-D: 07:00-23:00 1,314 e
-3.69619;40.35881;BP Horario Especial 1,314 e
-3.91336;40.04836;REPSOL L-D: 06:00-22:00 1,314 e
-4.08511;40.66964;BP GUADARRAMA L-D: 24H 1,314 e
-3.77364;40.33322;CEPSA L-D: 24H 1,314 e
-2.96139;43.26528;PETRONOR L-D: 07:00-22:00 1,314 e
-2.97886;43.28008;REPSOL L-D: 24H 1,314 e
-2.97861;43.27994;CAMPSA L: 06:30-22:00 1,314 e
-8.43772;42.90033;LA CARABELA L-D: 06:00-00:00 1,314 e
-0.84492;41.73867;IDS L-D: 24H 1,314 e
-1.27336;41.52433;REPSOL L-D: 24H 1,314 e
-1.28811;41.5165;REPSOL L-D: 24H 1,314 e
-0.78086;41.68136;REPSOL L-D: 06:00-22:00 1,314 e
-0.86322;41.70789;REPSOL L-D: 24H 1,314 e
-0.92553;41.13128;CAMPSA L-D: 07:00-23:00 1,314 e
-1.08747;40.33261;REPSOL L-D: 24H 1,314 e
-0.66744;41.992;REPSOL L-D: 24H 1,314 e
-0.39181;42.11589;REPSOL L-D: 06:00-22:00 1,314 e
-0.41728;42.13161;REPSOL L-D: 24H 1,314 e
-0.25889;41.49567;CEPSA L-D: 24H 1,314 e
-0.26067;41.49647;CEPSA Horario Especial 1,314 e
-0.82356;40.14964;REPSOL Horario Especial 1,314 e
-1.14819;41.76278;REPSOL L-D: 24H 1,314 e
-1.14939;41.76111;REPSOL L-D: 24H 1,314 e
-1.25497;41.92528;REPSOL L-D: 06:00-22:00 1,314 e
-0.83128;41.76147;REPSOL L-D: 06:00-22:00 1,314 e
-0.57022;41.53275;ES OSERA L-D: 24H 1,314 e
-0.794;41.857;REPSOL L-D: 24H 1,314 e
0.33281;41.41342;CAMPSA L-D: 07:00-21:00 1,314 e
-0.42458;42.14781;REPSOL L-D: 06:00-22:00 1,314 e
0.41233;41.53389;REPSOL L-D: 24H 1,314 e
-1.58658;41.36492;REPSOL L-D: 24H 1,314 e
-1.07639;41.73831;REPSOL L-D: 06:00-23:00 1,314 e
-0.69164;41.60642;REPSOL L-D: 24H 1,314 e
-0.69117;41.60681;REPSOL L-D: 24H 1,314 e
1.07128;41.16294;ENTREAUTO L-D: 24H 1,314 e
1.99109;41.46392;BENZINERA CASTELLBISBAL L-D: 24H 1,314 e
-0.74233;41.30967;REPSOL L-D: 07:00-22:00 1,314 e
-0.71086;41.20886;ES NTRA SRA OLIVAR L-D: 24H 1,314 e
-1.2855;40.56478;REPSOL L-D: 07:00-23:00 1,314 e
-1.17719;41.83617;REPSOL L-D: 06:00-22:00 1,314 e
-1.94583;41.30294;REPSOL L-D: 24H 1,314 e
-1.94628;41.30361;REPSOL L-D: 24H 1,314 e
-2.88572;42.17364;CAMPSA L-D: 08:00-20:00 1,314 e
-2.40711;42.46006;REPSOL L-D: 24H 1,315 e
-2.40683;42.45972;REPSOL L-V: 06:00-22:00 1,315 e
-0.52022;41.49278;REPSOL Horario Especial 1,315 e
3.04847;42.25958;GALP L-D: 06:00-22:00 1,315 e
0.09506;38.83692;SARAS ENERGIA  L-D: 08:00-22:00 1,315 e
3.04683;42.25931;GALP L-D: 06:00-22:00 1,315 e
-8.69711;42.58247;CKM L-D: 24H 1,315 e
-8.66725;42.59672;SAYAR L: 07:00-23:00 1,315 e
-8.20878;43.55692;ESTACION DE SERVICIO O VA L-D: 07:00-23:00 1,315 e
-8.50692;42.17908;TOP-OIL L-D: 07:00-23:00 1,315 e
-1.75275;43.3365;ZABALETA Horario Especial 1,315 e
-5.59792;42.61422;PASO HONROSO Horario Especial 1,315 e
2.28142;41.67861;BP L-D: 24H 1,315 e
-1.86131;43.31742;GEXA L-D: 24H 1,315 e
-2.47289;42.35336;E.S. IREGUA, S.L L-D: 24H 1,315 e
-1.83683;39.0605;GASOLEOS Y LUBRICANTES CR Horario Especial 1,315 e
-2.09033;37.67811;ANROROIL L-V: 10:00-15:00 1,315 e
-8.74281;42.28883;GASOLEOS L: 07:00-23:00 1,315 e
-6.04039;37.08039;CEPSA-ARROCEROS B.G. L-D: 24H 1,315 e
-2.39872;42.45839;UNIDAD DE SUMINISTRO LA P L-D: 24H 1,315 e
-3.92386;40.69822;SHELL L-D: 24H 1,315 e
-8.70147;43.21942;CEPSA Horario Especial 1,315 e
-1.87995;43.32361;MERKAOIL L-D: 24H 1,315 e
-2.43533;42.41319;EL SOTILLO Horario Especial 1,315 e
-3.47939;37.98688;OLEICOLA JAEN S.A. L-D: 08:00-22:00 1,315 e
-6.03036;37.37439;SARAS L-D: 24H 1,315 e
-4.57603;37.02733;GALP L-D: 24H 1,316 e
-5.85856;37.35292;EROSKI L-S: 09:30-22:00 1,316 e
-4.76272;37.39931;SHELL L-D: 06:00-22:00 1,316 e
3.05297;41.80644;SHELL L-D: 08:00-21:00 1,316 e
-3.61075;40.54775;SHELL L-D: 24H 1,316 e
-3.32006;42.55589;NORPETROL L-D: 24H 1,316 e
-8.57897;42.40722;GALP ENERGIA L-D: 24H 1,316 e
-0.44619;39.1285;EROSKI Horario Especial 1,316 e
-8.71722;43.19922;CARREFOUR L-S: 09:00-22:00 1,316 e
-4.48258;37.41969;SHELL L-D: 24H 1,316 e
-8.61878;42.34978;E.S.PAREDES-BP. L-D: 07:00-23:00 1,316 e
-1.99189;41.78383;SIN DETERMINAR L-D: 24H 1,316 e
-4.02014;40.629;GALP L-D: 07:00-00:00 1,316 e
-8.61853;42.35006;E.S. PAREDES-BP. L-D: 07:00-23:00 1,316 e
-5.08936;37.07075;SCA NTRA. SRA. DEL ROSARI L-D: 24H 1,316 e
-8.65064;42.76078;PEDRON Horario Especial 1,316 e
-5.80089;37.20264;EROSKI L-S: 08:00-22:00 1,316 e
-1.15006;38.04128;EROSKI Horario Especial 1,316 e
-8.19694;43.53364;TRANSPORTES ALMACENES TRA L-V: 09:00-13:00 y 15:30-19:30 1,316 e
-0.46886;39.58483;CEPSA Horario Especial 1,316 e
-2.40786;39.40647;VEN Y VEN OIL L-D: 24H 1,316 e
-3.60547;40.56556;SHELL L-D: 06:00-00:00 1,316 e
-4.76286;37.39886;CARREFOUR L-D: 24H 1,316 e
-8.64489;42.41717;CARREFOUR L-S: 06:30-22:30 1,316 e
-8.65344;42.43436;SARAS L-D: 07:00-23:00 1,316 e
-8.20567;43.44231;CEPSA, LA GALLADA L-D: 07:00-23:00 1,316 e
-8.06506;43.43617;REPSOL L-D: 06:00-23:00 1,316 e
-8.18667;42.13747;GALP L-D: 08:00-23:00 1,316 e
-8.193;43.48533;BETA GROUP L-D: 06:00-23:00 1,316 e
-8.462;42.14192;GEDAS - A QUEIMADINA L-D: 24H 1,316 e
-8.67869;42.407;AREA DE SERVICIO PLACERES L-D: 24H 1,316 e
-8.36989;43.29406;S. ALVEDRO L-D: 07:00-23:00 1,316 e
-2.90194;42.81125;E.S. TOCALU S.L. L-D: 07:00-22:00 1,316 e
-1.28564;42.58114;AVIA L-D: 07:00-22:00 1,316 e
-0.53083;41.97264;REPSOL L-S: 07:00-21:00 1,316 e
-8.65114;42.71242;A PALMEIRA L-D: 24H 1,316 e
-8.60253;42.44369;REPSOL L-D: 07:00-23:00 1,316 e
-8.65978;42.42133;REPSOL L-D: 07:00-23:00 1,316 e
1.75283;41.23858;SARAS ENERGIA  Horario Especial 1,316 e
2.43589;41.52997;ESTACION SERVICIO MATARO L-D: 24H 1,316 e
2.43769;41.55361;BP L-D: 06:00-23:00 1,316 e
3.13661;41.86406;GALP L-D: 06:00-22:00 1,316 e
-3.61261;40.55783;BP L-D: 07:00-23:00 1,316 e
-0.81392;37.82489;EROSKI L-D: 08:00-22:30 1,316 e
-2.99394;39.16117;EROSKI L-S: 08:00-22:00 1,316 e
-0.21697;39.67897;SARAS ENERGIA L-D: 24H 1,316 e
-3.46392;40.84506;BP L: 08:00-20:00 1,316 e
-6.52089;39.96897;SARAS L-D: 06:00-22:00 1,316 e
-4.48775;37.69506;GRG L-D: 07:00-13:00 y 17:00-21:00 1,316 e
-6.23044;42.59922;EASYGAS L-D: 24H 1,316 e
-5.90306;42.30556;EROSKI L-D: 08:00-22:00 1,316 e
-3.46867;40.46083;BP-GASOLEOS_TORREJON L-D: 06:00-00:00 1,317 e
-3.48281;40.45669;BP-SARDINERO L-D: 24H 1,317 e
-2.45669;42.47969;CEPSA L-D: 06:00-22:00 1,317 e
-2.47042;42.46161;CEPSA L-D: 24H 1,317 e
-2.46947;42.46144;CEPSA L-D: 06:00-22:00 1,317 e
-0.52994;39.2115;CARBEN Horario Especial 1,317 e
-8.54378;42.53619;CEPSA Horario Especial 1,317 e
-1.33336;40.75058;CEPSA L-D: 24H 1,317 e
-1.19469;42.26064;CEPSA L: 08:00-21:00 1,317 e
-7.86653;42.33914;E. S. PEREZ RUMBAO S.A. L-D: 24H 1,317 e
-7.86238;42.32122;ESTACION DE SERVICIO MARI L-D: 24H 1,317 e
-1.30536;40.83761;"CEPSA L-V: 24H; S-D: 07:00-23:00 1,317 e"
-1.58206;37.42283;EXPOAGUILAS L-S: 08:00-21:00 1,317 e
-0.93989;40.22006;CEPSA L-D: 24H 1,317 e
-6.15303;36.68433;SHELL L-D: 24H 1,317 e
-8.04519;43.65333;CEPSA L-D: 07:00-23:00 1,317 e
